38 33
100 100
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	1	1	1	1	2	2	2	2	2	2	2	12	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	12	1	1	1	1	1	1	0
0	1	1	1	1	1	2	2	2	9	2	2	2	12	12	12	12	12	12	12	8	12	12	12	12	12	12	12	12	12	12	2	2	2	2	2	5	0
0	12	12	12	12	12	2	2	2	2	2	2	2	12	2	2	2	2	6	12	12	12	2	2	2	2	2	2	2	2	12	2	2	2	2	2	2	0
0	2	2	2	5	12	2	2	2	2	2	2	2	12	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	12	2	2	2	2	2	2	0
0	2	2	2	2	12	12	12	12	12	12	12	12	12	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	4	12	2	2	2	2	2	2	0
0	2	2	2	2	2	2	2	2	2	2	2	4	12	2	2	2	2	2	2	2	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	0
0	2	2	2	2	2	2	2	2	2	2	2	2	12	2	2	2	2	2	2	6	12	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0
0	2	2	2	2	2	2	2	9	2	2	2	2	12	12	12	12	12	12	12	12	12	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0
0	2	2	2	2	2	2	2	2	2	2	2	2	12	2	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	0
0	2	2	8	2	2	2	2	2	2	2	2	2	12	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0
0	2	2	2	2	2	2	2	8	2	2	7	2	12	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	0
0	2	2	7	2	2	2	2	2	2	2	2	2	12	2	2	2	2	2	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0
0	2	2	2	2	2	2	2	2	2	2	2	2	12	4	10	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	2	2	2	2	2	2	0
0	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	0
0	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	0
0	2	2	2	12	2	2	2	2	2	2	2	2	2	2	2	2	2	4	12	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	0
0	2	2	2	12	2	2	2	2	2	2	2	2	2	2	2	2	2	2	12	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0
0	2	2	2	12	2	2	2	2	2	2	2	2	2	2	2	2	2	2	12	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0
0	2	2	2	12	2	2	8	2	2	2	2	2	2	2	2	2	2	2	12	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0
0	2	2	2	12	2	2	2	2	2	2	2	2	2	3	2	2	2	2	12	2	2	2	2	8	2	2	2	2	2	2	2	2	2	2	2	2	0
0	2	2	2	12	2	2	2	2	2	2	2	2	2	2	2	2	2	2	12	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	0
0	2	2	4	12	2	2	2	2	2	2	2	2	2	2	2	2	5	7	12	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0
0	2	12	12	12	2	2	2	2	2	2	2	12	12	12	12	12	12	12	12	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0
0	2	12	2	2	2	2	2	2	2	2	2	12	2	2	2	2	2	2	12	12	12	12	12	12	2	2	2	2	3	2	2	2	2	2	2	2	0
0	2	12	2	2	2	2	2	2	2	2	2	12	2	2	2	2	2	2	2	2	2	2	2	12	2	2	2	2	2	10	2	2	2	2	8	2	0
0	2	12	2	2	2	2	2	2	2	10	4	12	2	2	2	2	2	2	2	2	2	2	2	12	4	2	2	2	2	2	2	2	2	2	2	2	0
0	2	12	2	2	3	2	2	2	12	12	12	12	2	10	8	2	2	2	2	2	2	2	2	12	12	12	12	12	12	2	2	2	2	2	2	2	0
0	4	12	2	2	2	2	2	2	12	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	12	12	12	12	12	12	12	12	0
0	2	12	9	2	2	2	2	2	12	2	2	2	2	2	2	2	2	2	2	2	2	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0
0	2	12	2	2	2	2	2	2	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
0	12	12	12	12	12	12	12	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
